,customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date
91,92,36,Female,Australia,99353,66,20,43.4,4,14,0.82,1,Customer service was unhelpful.,2024-12-08
5762,5763,29,Male,Canada,107020,43,11,56.89,1,9,0.19,0,Good quality and value for money.,2025-07-15
9027,9028,68,Female,India,59062,42,16,30.89,4,1,0.9,1,The product did not match the description.,2023-11-03
9504,9505,46,Male,USA,65582,70,16,42.42,3,3,0.74,1,Shipping was too slow.,2023-12-23
8237,8238,38,Male,France,39195,71,37,51.68,13,17,0.36,0,Love the products and fast shipping.,2025-06-09
1971,1972,47,Male,Germany,60302,27,20,41.05,6,7,0.51,0,The website is easy to use.,2025-08-17
2905,2906,42,Female,USA,142380,19,38,48.25,15,15,0.4,0,Very satisfied with my purchase.,2025-05-25
530,531,26,Female,Australia,144705,28,26,59.35,7,1,0.36,1,"Poor quality, item broke after a week.",2024-01-03
3635,3636,46,Male,Australia,121282,83,42,66.25,13,28,0.5,0,The website is easy to use.,2025-06-21
996,997,53,Male,India,67862,83,25,53.82,6,2,0.71,0,Love the products and fast shipping.,2025-10-21
5852,5853,38,Male,India,33935,93,41,53.42,14,11,0.81,0,Love the products and fast shipping.,2025-09-17
4226,4227,19,Female,Germany,45506,36,10,42.08,1,2,0.83,1,Shipping was too slow.,2023-11-17
5616,5617,61,Female,Australia,158176,88,31,71.51,7,22,0.9,0,Good quality and value for money.,2025-08-26
2312,2313,23,Female,Australia,58146,91,17,57.3,3,21,0.92,0,Love the products and fast shipping.,2025-09-03
2154,2155,35,Female,UK,94289,3,9,43.14,1,14,0.78,0,Love the products and fast shipping.,2025-08-27
5317,5318,54,Female,India,44216,41,26,27.14,9,2,0.84,0,Love the products and fast shipping.,2025-08-02
1427,1428,22,Female,Canada,133270,66,23,56.77,4,6,0.52,0,Very satisfied with my purchase.,2025-05-30
8630,8631,69,Female,Australia,179252,9,22,47.95,6,6,0.91,0,Very satisfied with my purchase.,2025-06-22
6032,6033,64,Female,Brazil,92814,12,26,48.09,9,11,0.18,0,Very satisfied with my purchase.,2025-06-09
4415,4416,39,Female,Brazil,62757,33,33,46.22,14,19,0.45,0,The website is easy to use.,2025-08-29
8818,8819,45,Male,UK,53865,25,38,33.25,15,28,0.34,0,Very satisfied with my purchase.,2025-05-25
3085,3086,36,Male,India,22830,96,11,36.62,0,16,0.34,0,The website is easy to use.,2025-10-26
7798,7799,19,Female,USA,143561,47,12,53.28,0,22,0.46,0,The website is easy to use.,2025-08-06
9153,9154,33,Female,Brazil,73121,62,14,52.51,1,4,0.02,0,Very satisfied with my purchase.,2025-07-08
8209,8210,18,Female,Germany,112709,60,14,48.36,0,30,0.6,0,"Great experience, will shop again!",2025-07-17
9573,9574,28,Female,Australia,143997,20,20,50.65,6,24,0.03,0,The website is easy to use.,2025-06-24
9534,9535,66,Female,India,73641,44,34,40.06,13,20,0.25,0,Excellent customer service.,2025-06-06
495,496,40,Female,France,68658,73,23,57.98,7,16,0.15,0,Love the products and fast shipping.,2025-08-15
3749,3750,70,Male,France,57198,87,14,57.15,2,2,0.82,0,Good quality and value for money.,2025-05-12
2321,2322,33,Female,USA,43124,67,37,44.62,13,2,0.77,0,"Great experience, will shop again!",2025-05-31
4267,4268,49,Male,Japan,132516,43,29,47.55,9,11,0.23,0,Excellent customer service.,2025-10-08
3405,3406,19,Male,Canada,101528,82,12,52.1,0,11,0.94,0,"Great experience, will shop again!",2025-08-08
151,152,67,Male,Canada,107866,56,14,51.79,2,30,0.64,0,Love the products and fast shipping.,2025-05-22
7369,7370,37,Male,Brazil,68117,41,31,42.95,12,13,0.39,0,The website is easy to use.,2025-07-27
694,695,55,Male,USA,90410,69,42,57.27,15,6,0.46,0,The website is easy to use.,2025-07-02
4417,4418,58,Female,Germany,129243,55,33,49.06,10,17,0.5,0,Excellent customer service.,2025-05-29
5697,5698,58,Male,India,50962,38,17,33.08,5,12,0.87,0,Good quality and value for money.,2025-08-19
1738,1739,44,Male,India,70624,71,16,56.57,2,17,0.41,0,Love the products and fast shipping.,2025-05-20
3001,3002,42,Female,USA,110743,37,21,41.9,5,10,0.61,0,Very satisfied with my purchase.,2025-05-29
167,168,20,Female,Canada,62500,55,11,37.23,1,24,0.35,0,Good quality and value for money.,2025-08-13
6111,6112,34,Female,USA,98324,23,10,34.32,2,2,0.31,0,Excellent customer service.,2025-05-21
4622,4623,18,Male,Canada,98151,83,12,59.05,0,30,0.81,0,"Great experience, will shop again!",2025-10-02
2865,2866,47,Male,Australia,175213,10,28,52.7,9,10,0.73,0,Good quality and value for money.,2025-09-03
8544,8545,23,Male,Germany,131972,34,12,49.24,0,28,0.85,0,Excellent customer service.,2025-09-16
4702,4703,37,Female,Brazil,34863,96,21,47.01,5,7,0.76,0,Love the products and fast shipping.,2025-06-08
2883,2884,32,Female,Canada,114526,72,37,53.63,11,17,0.75,0,Very satisfied with my purchase.,2025-06-30
3031,3032,33,Male,India,57338,42,8,39.41,0,12,0.83,0,"Great experience, will shop again!",2025-05-19
8183,8184,70,Female,UK,115413,31,36,59.22,14,6,0.99,0,The website is easy to use.,2025-06-11
8980,8981,57,Female,Japan,67345,17,16,38.67,6,22,0.76,1,The product did not match the description.,2024-07-08
8528,8529,40,Female,USA,54436,48,15,46.11,4,17,0.69,0,Love the products and fast shipping.,2025-07-22
5681,5682,62,Male,UK,179960,65,43,71.7,13,22,0.54,0,The website is easy to use.,2025-05-07
7209,7210,49,Male,UK,175448,53,41,64.62,14,10,0.94,0,Love the products and fast shipping.,2025-10-06
5991,5992,45,Female,USA,140807,3,12,40.74,3,23,0.61,0,Very satisfied with my purchase.,2025-09-05
2276,2277,18,Male,UK,82215,22,8,34.99,0,7,0.45,1,I will not be shopping here again.,2025-04-28
7132,7133,55,Male,UK,118670,23,37,43.47,15,15,0.8,0,The website is easy to use.,2025-08-24
5705,5706,68,Male,Canada,159252,29,32,53.05,11,24,0.82,0,"Great experience, will shop again!",2025-08-20
7998,7999,18,Male,India,41053,12,3,23.39,0,30,0.88,1,Customer service was unhelpful.,2024-09-08
5292,5293,66,Male,UK,109076,48,26,41.49,7,23,0.23,0,Excellent customer service.,2025-09-22
4304,4305,36,Female,Germany,147319,4,21,45.02,6,30,0.99,1,Difficult to navigate the website.,2024-10-31
7445,7446,50,Female,Australia,139606,55,29,57.55,8,5,0.76,0,The website is easy to use.,2025-10-23
428,429,31,Male,South Africa,38924,17,5,24.85,1,3,0.29,1,Shipping was too slow.,2024-03-20
7068,7069,32,Male,USA,124817,97,45,54.51,14,7,0.51,0,"Great experience, will shop again!",2025-10-03
6364,6365,22,Female,USA,71999,11,9,39.73,2,6,0.38,0,Good quality and value for money.,2025-10-03
4215,4216,41,Male,Australia,132643,74,38,57.93,11,29,0.29,0,Love the products and fast shipping.,2025-05-03
426,427,68,Male,Brazil,86337,10,11,32.88,2,17,0.32,0,"Great experience, will shop again!",2025-07-21
2223,2224,42,Female,Germany,136455,30,33,47.48,12,22,0.13,0,Love the products and fast shipping.,2025-10-11
100,101,18,Male,UK,75852,24,5,46.3,0,2,0.34,0,Excellent customer service.,2025-10-17
9244,9245,46,Female,Japan,125677,28,17,41.34,3,3,0.88,0,Good quality and value for money.,2025-10-01
3307,3308,40,Female,Brazil,70758,66,32,49.24,10,7,0.26,0,Excellent customer service.,2025-10-01
2762,2763,61,Female,UK,164110,64,35,55.89,10,23,0.32,0,Love the products and fast shipping.,2025-10-13
5857,5858,35,Female,Canada,54473,31,23,36.22,8,4,0.11,0,Love the products and fast shipping.,2025-10-07
4738,4739,63,Female,Australia,97782,60,41,43.29,15,1,0.89,0,Very satisfied with my purchase.,2025-05-22
7092,7093,58,Female,France,35774,61,33,46.86,13,20,0.66,0,Good quality and value for money.,2025-05-15
9632,9633,41,Female,USA,70416,63,10,52.81,1,22,0.61,0,The website is easy to use.,2025-06-11
3286,3287,54,Female,Germany,110923,87,24,60.03,4,4,0.45,0,Very satisfied with my purchase.,2025-07-04
7712,7713,57,Female,USA,161733,13,33,58.42,12,10,0.73,0,"Great experience, will shop again!",2025-08-04
7868,7869,20,Female,UK,62308,27,10,47.66,1,12,0.75,0,The website is easy to use.,2025-07-25
6067,6068,63,Male,France,64725,8,29,30.16,13,15,0.19,0,Very satisfied with my purchase.,2025-08-23
9235,9236,34,Female,South Africa,72738,37,33,49.14,12,19,0.28,0,Good quality and value for money.,2025-06-02
3577,3578,66,Male,Germany,117422,20,38,43.66,15,10,0.82,0,Love the products and fast shipping.,2025-05-18
1465,1466,43,Male,USA,99485,46,28,42.55,9,22,0.65,0,Love the products and fast shipping.,2025-06-04
7675,7676,64,Male,India,95252,41,16,45.58,4,30,0.77,1,Shipping was too slow.,2024-11-24
2234,2235,26,Female,USA,143440,92,16,68.65,0,15,0.23,0,Good quality and value for money.,2025-06-12
1744,1745,41,Male,South Africa,41590,41,23,40.54,9,14,0.71,0,The website is easy to use.,2025-10-02
9754,9755,45,Female,Japan,57613,66,41,37.3,15,19,0.52,0,The website is easy to use.,2025-08-28
6094,6095,27,Female,USA,91643,28,6,51.19,0,12,0.02,0,The website is easy to use.,2025-10-01
8781,8782,52,Male,Australia,81146,37,37,42.39,14,19,0.02,0,Love the products and fast shipping.,2025-07-03
9401,9402,50,Female,UK,171517,39,19,64.17,4,25,0.39,0,The website is easy to use.,2025-10-15
8371,8372,39,Male,Australia,111441,52,17,51.8,3,5,0.11,0,Very satisfied with my purchase.,2025-07-16
5027,5028,28,Male,USA,115178,49,28,44.05,8,20,0.84,0,The website is easy to use.,2025-09-28
9234,9235,38,Male,France,44058,33,18,35.27,6,24,0.06,0,Love the products and fast shipping.,2025-09-27
3944,3945,67,Male,South Africa,63525,9,21,33.7,8,4,0.22,0,The website is easy to use.,2025-09-28
6862,6863,48,Female,Germany,98133,14,14,32.83,3,15,0.76,0,Very satisfied with my purchase.,2025-07-20
5350,5351,56,Male,Germany,99153,52,20,59.17,5,9,0.37,0,The website is easy to use.,2025-07-23
9422,9423,25,Female,Japan,138063,90,24,67.55,4,20,0.48,0,Very satisfied with my purchase.,2025-06-16
2121,2122,38,Male,Canada,136786,12,22,55.21,6,24,0.79,0,"Great experience, will shop again!",2025-06-08
4972,4973,33,Female,Brazil,25824,16,4,27.67,1,30,0.6,0,Good quality and value for money.,2025-10-15
8576,8577,29,Male,UK,44123,76,14,53.65,2,20,0.03,0,Excellent customer service.,2025-05-16
3784,3785,65,Male,India,50942,58,23,40.02,7,6,0.51,0,Love the products and fast shipping.,2025-08-11
6872,6873,20,Female,Canada,102298,24,12,41.56,2,19,0.47,0,"Great experience, will shop again!",2025-06-16
916,917,34,Male,UK,87111,80,37,49.28,12,7,0.35,0,Excellent customer service.,2025-08-06
9394,9395,30,Female,USA,132233,99,25,65.83,4,1,0.32,0,The website is easy to use.,2025-05-11
7252,7253,42,Male,India,24070,87,28,41.79,8,18,0.01,0,Love the products and fast shipping.,2025-07-30
8012,8013,63,Female,USA,112036,51,27,51.28,7,1,0.35,0,Good quality and value for money.,2025-05-24
5821,5822,60,Female,USA,95214,37,21,46.29,6,20,0.05,0,Very satisfied with my purchase.,2025-08-08
4403,4404,42,Male,France,73985,22,36,35.25,14,20,0.17,1,Shipping was too slow.,2024-11-13
4863,4864,40,Male,Germany,110678,26,23,47.23,8,29,0.41,0,"Great experience, will shop again!",2025-10-08
8515,8516,51,Female,India,59793,32,11,33.27,2,12,0.7,0,"Great experience, will shop again!",2025-10-24
5422,5423,64,Male,Australia,122583,63,28,64.96,7,18,0.58,0,Excellent customer service.,2025-09-07
7733,7734,39,Male,India,47794,80,13,51.24,1,18,0.43,0,Very satisfied with my purchase.,2025-07-12
1203,1204,62,Male,Australia,81164,90,43,49.02,15,11,0.7,0,Excellent customer service.,2025-08-14
3768,3769,43,Male,India,79740,21,10,50.0,1,6,0.41,0,Excellent customer service.,2025-08-26
5357,5358,66,Female,USA,172126,3,19,63.37,4,13,0.63,1,I will not be shopping here again.,2024-12-17
3852,3853,46,Female,Australia,179713,30,33,69.92,11,22,0.7,0,The website is easy to use.,2025-09-07
1926,1927,52,Female,South Africa,70614,59,35,41.15,12,18,0.16,0,Good quality and value for money.,2025-06-03
3114,3115,60,Female,Germany,78235,31,18,49.41,5,29,0.69,0,Very satisfied with my purchase.,2025-09-09
2641,2642,37,Male,Canada,104105,77,43,53.4,14,13,0.99,0,Love the products and fast shipping.,2025-09-10
7639,7640,59,Male,UK,156742,61,35,64.88,10,4,0.31,0,Very satisfied with my purchase.,2025-08-05
7360,7361,18,Female,Canada,70484,32,8,42.07,0,18,0.62,0,"Great experience, will shop again!",2025-10-26
8182,8183,23,Female,USA,113405,91,25,55.45,5,19,0.13,0,Excellent customer service.,2025-05-02
7610,7611,60,Male,Australia,78604,29,24,39.82,8,16,0.86,0,Good quality and value for money.,2025-06-05
2728,2729,33,Male,Japan,93320,72,22,48.7,4,22,0.46,0,Love the products and fast shipping.,2025-06-25
9597,9598,26,Male,South Africa,28957,31,13,24.66,5,17,0.89,1,"Poor quality, item broke after a week.",2025-03-22
4985,4986,35,Female,Australia,103113,4,37,35.72,15,6,0.89,0,Love the products and fast shipping.,2025-10-11
6846,6847,61,Male,Germany,167661,35,22,61.21,6,15,0.55,0,Very satisfied with my purchase.,2025-08-14
7698,7699,43,Male,UK,139305,88,27,57.98,6,4,0.45,0,The website is easy to use.,2025-08-11
4012,4013,22,Male,Brazil,48988,63,14,42.55,2,27,0.94,0,Very satisfied with my purchase.,2025-08-15
2626,2627,36,Male,USA,119745,70,30,60.97,8,11,0.61,0,Excellent customer service.,2025-06-01
7238,7239,42,Male,India,50346,24,25,31.84,10,18,0.92,0,Good quality and value for money.,2025-09-11
8255,8256,22,Male,Canada,118660,52,16,48.12,2,21,0.9,0,Very satisfied with my purchase.,2025-08-26
9565,9566,51,Male,USA,98557,24,13,49.93,2,7,0.64,1,The product did not match the description.,2024-02-15
805,806,21,Female,Germany,101485,21,11,37.14,2,7,0.0,0,"Great experience, will shop again!",2025-09-03
4634,4635,33,Male,UK,64030,7,16,29.57,5,11,0.15,1,Customer service was unhelpful.,2024-01-15
5247,5248,41,Male,Japan,108255,76,26,59.94,6,13,0.59,0,Good quality and value for money.,2025-07-29
5566,5567,18,Female,Canada,43822,88,12,49.93,0,26,0.85,0,Excellent customer service.,2025-06-14
5739,5740,33,Male,UK,81668,32,30,35.36,11,10,0.86,0,Love the products and fast shipping.,2025-09-22
5143,5144,31,Female,Brazil,22951,79,16,38.25,3,14,0.83,0,Very satisfied with my purchase.,2025-07-20
8265,8266,50,Female,France,49492,79,12,43.65,0,9,0.07,0,The website is easy to use.,2025-05-27
4459,4460,51,Male,USA,145902,20,32,60.28,12,19,0.86,1,Customer service was unhelpful.,2024-01-22
1242,1243,62,Male,India,28569,92,40,48.24,15,28,0.85,0,Very satisfied with my purchase.,2025-09-15
6945,6946,46,Male,India,39609,6,18,32.48,7,30,0.88,0,"Great experience, will shop again!",2025-08-08
5740,5741,40,Male,Canada,51297,58,11,43.04,0,5,0.33,0,The website is easy to use.,2025-07-06
5325,5326,48,Male,Brazil,93272,84,27,64.94,7,1,0.15,0,Good quality and value for money.,2025-10-20
547,548,61,Male,India,46516,90,31,44.72,9,24,0.99,0,Good quality and value for money.,2025-10-15
3022,3023,70,Female,USA,111216,4,23,44.59,8,21,0.88,1,Difficult to navigate the website.,2024-03-31
5761,5762,26,Male,UK,65067,24,22,36.83,7,5,0.64,0,Good quality and value for money.,2025-09-14
4031,4032,44,Female,USA,58547,79,42,57.03,15,15,0.01,0,The website is easy to use.,2025-08-16
26,27,47,Male,India,74685,51,35,44.68,12,10,0.64,0,"Great experience, will shop again!",2025-09-30
4952,4953,23,Female,Brazil,65218,63,20,47.11,5,30,0.0,0,Good quality and value for money.,2025-09-12
5152,5153,63,Female,UK,70418,13,31,34.52,13,14,0.6,0,"Great experience, will shop again!",2025-10-11
2508,2509,52,Male,Australia,96117,22,8,40.66,0,30,0.63,1,Customer service was unhelpful.,2024-02-15
1433,1434,19,Male,Germany,90707,69,13,51.92,0,17,0.87,0,"Great experience, will shop again!",2025-08-29
2582,2583,68,Female,France,54043,10,32,32.81,13,4,0.3,0,Excellent customer service.,2025-07-24
1302,1303,48,Male,India,37429,36,8,35.71,1,19,0.65,0,The website is easy to use.,2025-07-02
5812,5813,64,Female,France,48042,15,30,25.4,13,29,0.22,0,The website is easy to use.,2025-09-29
7349,7350,57,Female,USA,166938,99,36,80.55,8,27,0.52,0,Very satisfied with my purchase.,2025-06-29
5281,5282,44,Female,Germany,146095,19,22,48.54,6,7,0.32,0,Love the products and fast shipping.,2025-06-28
6114,6115,35,Female,UK,63526,9,8,38.57,1,23,0.14,0,Excellent customer service.,2025-07-09
1221,1222,40,Female,USA,102449,24,21,38.03,6,26,0.75,1,Difficult to navigate the website.,2024-03-13
7435,7436,51,Female,France,95853,4,16,37.6,6,22,0.18,0,Excellent customer service.,2025-06-28
2548,2549,56,Female,UK,135405,30,33,53.03,12,23,0.8,0,Good quality and value for money.,2025-09-12
750,751,31,Female,South Africa,43212,28,31,35.89,13,5,0.97,1,"Poor quality, item broke after a week.",2024-05-18
437,438,53,Male,Germany,170569,6,12,55.77,1,22,0.24,0,The website is easy to use.,2025-09-06
4371,4372,38,Male,France,75891,3,13,37.32,5,4,0.9,0,Excellent customer service.,2025-07-05
4448,4449,66,Male,Australia,131434,35,30,57.99,9,26,0.87,0,"Great experience, will shop again!",2025-07-02
2847,2848,43,Female,Germany,48486,60,12,37.36,2,3,0.99,1,Difficult to navigate the website.,2024-10-30
1173,1174,18,Female,USA,129010,55,11,65.53,0,5,0.52,0,"Great experience, will shop again!",2025-05-30
7495,7496,50,Female,Germany,113701,25,16,56.5,3,6,0.25,0,Very satisfied with my purchase.,2025-07-24
2699,2700,65,Male,UK,98934,47,32,52.91,11,17,0.08,0,Good quality and value for money.,2025-10-27
9888,9889,40,Female,Brazil,73936,47,15,36.8,2,15,0.2,0,Love the products and fast shipping.,2025-05-30
9506,9507,65,Female,France,76702,45,34,43.05,12,3,0.4,0,Good quality and value for money.,2025-09-17
6395,6396,18,Male,Japan,67098,86,12,58.4,0,10,0.73,1,The product did not match the description.,2025-02-27
2481,2482,53,Female,Australia,142116,48,22,58.48,4,27,0.49,0,Love the products and fast shipping.,2025-09-26
5456,5457,68,Male,UK,86606,29,24,39.79,7,27,0.65,0,The website is easy to use.,2025-06-11
8444,8445,44,Male,Australia,79423,86,33,49.58,10,16,0.81,0,Love the products and fast shipping.,2025-08-22
2706,2707,36,Male,UK,48113,71,26,40.99,8,21,0.77,0,The website is easy to use.,2025-08-31
4661,4662,49,Female,USA,68181,29,10,33.66,1,15,0.67,0,Very satisfied with my purchase.,2025-10-08
326,327,40,Female,Japan,45245,79,12,54.37,1,17,0.67,0,Excellent customer service.,2025-07-13
1039,1040,28,Female,France,37741,98,13,56.44,1,30,0.17,0,Excellent customer service.,2025-05-02
2637,2638,67,Female,USA,121654,28,14,46.34,2,28,0.71,0,Very satisfied with my purchase.,2025-05-22
5022,5023,32,Female,South Africa,56708,73,30,36.82,10,4,0.35,0,"Great experience, will shop again!",2025-06-05
2499,2500,67,Female,India,45937,92,19,49.96,3,26,0.72,0,Good quality and value for money.,2025-10-14
1004,1005,26,Male,Brazil,66630,60,26,45.32,8,28,0.53,0,Very satisfied with my purchase.,2025-07-21
2861,2862,23,Male,Brazil,20384,64,7,32.82,0,3,0.37,1,Difficult to navigate the website.,2024-03-19
3233,3234,49,Female,Australia,171823,5,23,45.68,7,11,0.94,0,Good quality and value for money.,2025-05-22
1870,1871,70,Male,Japan,65515,70,11,39.72,1,19,0.74,1,Shipping was too slow.,2024-05-15
4245,4246,66,Male,Canada,60076,53,34,39.59,12,22,0.76,0,The website is easy to use.,2025-07-01
